"ANSWER","ID","SIZE"
"Spiro Agnew","11775","5"
"The Cabinet of Dr Caligari","11776","2"
"United States Postal Service","11777","2"
"Cincinnati Bengals","11778","2"
"Joan Mir i Ferr","11779","2"
"Guardians of the Galaxy","11780","2"
"The Narrow Road to the Deep North","11781","3"
"Jean Renoir","11782","2"
"logistic function","11783","2"
"Battle of Isandlwana","11784","2"
"Juche","11785","3"
"Do the Right Thing","11786","2"
"Klemens von Metternich","11787","3"
"still lifes","11788","2"
"Republic of Serbia","11789","3"
"Republic of Mozambique","11790","3"
"Governor of Texas","11791","2"
"Hanoi","11792","2"
"Barbara Ehrenreich","11793","2"
"Severan dynasty","11794","2"
"cells","11795","2"
"Robert E Lee","11796","2"
"volcano","11797","2"
"theta","11798","2"
"racemization","11799","2"
"J S Bach","11800","2"
"Aran Islands","11801","2"
"transformation","11802","2"
"stellar mass","11803","2"
"authors","11804","2"
"Susan Glaspell","11805","3"
"friar","11806","2"
"ancient Greek comedy","11807","2"
"posters","11808","2"
"Gerontion","11809","3"
"Socialist Party of France","11810","2"
"universals","11811","2"
"Ernest Rutherford","11812","4"
"Ludlow Massacre","11813","2"
"commutative property","11814","2"
"Augustus Caesar","11815","3"
"Brick Lane","11816","2"
"violence","11817","5"
"The Flash","11818","3"
"The Magus","11819","2"
"Hell Screen","11820","2"
"division","11821","2"
"thermal efficiency","11822","2"
"Sonnets of Death","11823","2"
"Charles VIII","11824","2"
"trombone","11825","8"
"John Griffith Jack London","11826","3"
"fog","11827","3"
"cell adhesion","11828","2"
"art history","11829","2"
"The Graduate","11830","2"
"Swami Vivekananda","11831","2"
"Romano Prodi","11832","2"
"silicates","11833","2"
"Copenhagen Denmark","11834","2"
"cyclization","11835","2"
"Second Triumvirate","11836","3"
"Sinn Fin","11837","3"
"Beowulf The Monsters and the Critics","11838","2"
"Plataea","11839","2"
"muons","11840","3"
"Battle of Lutzen","11841","2"
"The Great Game","11842","3"
"Nova Scotia","11843","2"
"Ivanov","11844","2"
"Mossbauer spectroscopy","11845","4"
"Salammbo","11846","2"
"Kamakura period","11847","3"
"measure","11848","2"
"Judith Leyster","11849","2"
"Vyacheslav Molotov","11850","3"
"guilt","11851","2"
"Wat Tyler","11852","2"
"Woodward-Hoffman rules","11853","2"
"Neil Richard Gaiman","11854","2"
"Erich Seligmann Fromm","11855","3"
"The Lesson A Comic Drama","11856","2"
"Correggio","11857","2"
"The Man Without a Country","11858","2"
"Huxley","11859","2"
"gloves","11860","2"
"Giants in the Earth","11861","2"
"Carl von Clausewitz","11862","2"
"The Three-Cornered Hat","11863","2"
"transistor","11864","4"
"quantum chromodynamics","11865","4"
"V","11866","2"
"Pedro Cabral","11867","2"
"Strange Interlude","11868","2"
"Werner Herzog","11869","6"
"Parvati","11870","4"
"the grandmother","11871","2"
"Michel Fokine","11872","2"
"Burke","11873","2"
"First Sino-Japanese War","11874","3"
"Battle of Milvian Bridge","11875","2"
"Anthony Hecht","11876","3"
"The Homecoming","11877","3"
"Republic of Suriname","11878","2"
"imams","11879","2"
"Viracocha","11880","2"
"Charles George Chinese Gordon","11881","3"
"Menander","11882","2"
"John Ashbery","11883","5"
"Hamburg","11884","2"
"Bernard Bernie Sanders","11885","2"
"Leda and the Swan","11886","2"
"kimono","11887","2"
"Melampus","11888","3"
"Georges Clemenceau","11889","4"
"TCP","11890","2"
"Francis I","11891","3"
"Netherlandish Proverbs","11892","2"
"farewell","11893","2"
"gamma function","11894","2"
"professor","11895","3"
"Guinevere","11896","4"
"Darien Gap","11897","3"
"debt","11898","3"
"Kushan Empire","11899","3"
"Maesta of Duccio","11900","2"
"Phaedrus","11901","3"
"jet streams","11902","3"
"collaborating with the Persians","11903","2"
"Ettore Majorana","11904","2"
"A New Way to Pay Old Debts","11905","2"
"ethylene glycol","11906","2"
"race","11907","5"
"Bodhidharma","11908","2"
"Reed","11909","2"
"chromatic number","11910","3"
"The Golden Legend","11911","2"
"the sinking of the RMS Titanic","11912","2"
"Pope Urban II","11913","2"
"ergodicity","11914","3"
"Reasons and Persons","11915","2"
"Sydney Carton","11916","3"
"Umar ibn al-Khattab","11917","2"
"Draupnir","11918","2"
"Callimachus","11919","3"
"Offa of Mercia","11920","3"
"Chicago Tribune","11921","2"
"photorealism","11922","2"
"The Wings of the Dove","11923","3"
"Autolycus","11924","2"
"vagina","11925","3"
"the Diabelli Variations","11926","2"
"Jelly Roll Morton","11927","3"
"splines","11928","2"
"Wartburg Castle","11929","3"
"Wesley family","11930","2"
"spin relaxation","11931","2"
"halting problem","11932","2"
"Solomonic dynasty","11933","2"
"acentric factor","11934","2"
"The Nightmare","11935","2"
"My Kinsman Major Molineux","11936","2"
"The Forgotten Man","11937","2"
"rearrangements","11938","3"
"astronomical","11939","2"
"Julia Alvarez","11940","2"
"Thurlow Weed","11941","2"
"triphenylphosphine","11942","2"
"Burnt Norton","11943","2"
"CRISPRcas9","11944","2"
"Seven Sages","11945","2"
"Neurospora crassa","11946","2"
"The Colonizer and the Colonized","11947","2"
"Tilted Arc","11948","2"
"Samuel Colt","11949","2"
"The Tunnel","11950","3"
"Cauchy-Riemann equations","11951","2"
"the Argo","11952","3"
"Bran","11953","2"
"Inuit","11954","4"
"Aten","11955","2"
"Sekhmet","11956","2"
"King Pellinore","11957","2"
"Calchas","11958","2"
"Laius","11959","3"
"reciting the Quran","11960","4"
"Bonnie Prince Charlie","11961","2"
"Roman Catholic Church","11962","3"
"Green Party","11963","2"
"Myrmidons","11964","2"
"Arminius","11965","2"
"Chesapeake Bay","11966","2"
"defense mechanisms","11967","2"
"pigeons","11968","4"
"theaters","11969","6"
"EDTA","11970","2"
"lying","11971","2"
"IMF","11972","2"
"British abolitionism","11973","2"
"The Scholar-Gipsy","11974","4"
"Stanley Baldwin","11975","3"
"Cesar Chavez","11976","5"
"blacksmiths","11977","2"
"Tristan","11978","5"
"Teiresias","11979","2"
"hammer","11980","2"
"Inanna","11981","2"
"ass","11982","2"
"Cheiron","11983","2"
"Lady of the Lake","11984","3"
"Helen","11985","2"
"Lugh of the Long Hand","11986","2"
"Handsome Monkey King","11987","2"
"flaying","11988","2"
"Bastet","11989","3"
"Midgard Serpent","11990","2"
"Apep","11991","3"
"chains","11992","3"
"Narcissus","11993","2"
"Hittite","11994","3"
"Grendels mother","11995","2"
"Volsung","11996","3"
"Lemminkinen","11997","2"
"Nick Land","11998","2"
"Giorgio Agamben","11999","3"
"Moses and Monotheism","12000","2"
"John Dee","12001","4"
"Stephen Greenblatt","12002","2"
"University of California Berkeley","12003","2"
"1755 Lisbon earthquake","12004","2"
"games","12005","4"
"Lowell","12006","3"
"Irish-Americans","12007","3"
"dissolution","12008","2"
"Into the Woods","12009","2"
"Ancient Egyptians","12010","2"
"allergy","12011","2"
"piracy","12012","2"
"Groundwork of the Metaphysics of Morals","12013","2"
"Ostpolitik","12014","3"
"ukiyo-e","12015","2"
"The Garden Party","12016","7"
"vibrations","12017","2"
"James Prescott Joule","12018","3"
"Lester Pearson","12019","2"
"Japanese American internment","12020","2"
"dating","12021","2"
"twelve","12022","4"
"polonaises","12023","2"
"diners","12024","2"
"Bertha Mason","12025","2"
"electrospray ionization","12026","2"
"King","12027","2"
"Desdemona","12028","3"
"fairy tales","12029","2"
"James K Polk","12030","2"
"quadrilaterals","12031","2"
"lymphatic system","12032","2"
"the Anti-Saloon League","12033","2"
"barricades","12034","2"
"Bronte","12035","3"
"Alfred Hitchcock","12036","7"
"positron","12037","4"
"Captain James Cook","12038","4"
"fascism","12039","2"
"Bhutan","12040","5"
"Pope Francis","12041","6"
"Donald Rumsfeld","12042","3"
"Agatha Christie","12043","6"
"State of Japan","12044","2"
"Fort Sumter","12045","2"
"Merovingian Dynasty","12046","2"
"harps","12047","3"
"even numbers","12048","2"
"Atheism","12049","2"
"coins","12050","6"
"k","12051","3"
"penicillin","12052","2"
"Gospel of John","12053","4"
"Florida Keys","12054","2"
"shield","12055","4"
"mosque","12056","3"
"rose","12057","4"
"books","12058","11"
"United States","12059","2"
"Governor of Arkansas","12060","2"
"C Chulainn","12061","2"
"film criticism","12062","2"
"Detroit Pistons","12063","2"
"assassination of William McKinley","12064","3"
"sitar","12065","3"
"Castor et Pollux","12066","2"
"Manas","12067","3"
"The Theory of Communicative Action","12068","2"
"Juan Gris","12069","2"
"Agnes Grey","12070","2"
"Euboea","12071","2"
"The Time of Your Life","12072","3"
"Wind of Change Speech","12073","2"
"Kahlil Gibran","12074","2"
"Julius Nyerere","12075","4"
"Andrey Andreyevich Markov","12076","2"
"Faradays law of induction","12077","2"
"mouse","12078","2"
"locusts","12079","2"
"beaches","12080","7"
"veins","12081","2"
"ecological niches","12082","2"
"EB White","12083","2"
"Louis Philippe I","12084","2"
"electric dipoles","12085","2"
"binary star system","12086","2"
"codebreaking","12087","3"
"lenses","12088","4"
"VS Naipaul","12089","4"
"homosexuali ty","12090","2"
"DW Griffith","12091","2"
"chemical shift","12092","2"
"Gulf of Bothnia","12093","2"
"Jose Donoso","12094","2"
"context-free grammar","12095","2"
"differentiability","12096","2"
"Ted Kennedy","12097","4"
"asymptotic freedom","12098","2"
"gravitational potential","12099","2"
"Gabriel Faur","12100","3"
"movies","12101","2"
"Kenji Mizoguchi","12102","2"
"Sukarno","12103","3"
"FIFA","12104","4"
"Vautrin","12105","3"
"Billy Pilgrim becoming unstuck in time","12106","2"
"Ludwig van Beethovens Razumovsky string quartets","12107","2"
"Wnt proteins","12108","2"
"Ostia Antica","12109","2"
"Desperado","12110","2"
"linear mapping","12111","2"
"Nol Coward","12112","2"
"Cartagena de Indias","12113","3"
"Polynesian mythology","12114","2"
"balloons","12115","3"
"Pastoralia","12116","2"
"human understanding","12117","3"
"pik-Oort Cloud","12118","2"
"Water","12119","2"
"Free Radicals","12120","3"
"modern English","12121","2"
"Milwaukee","12122","2"
"oxaloacetate","12123","2"
"airports","12124","2"
"Russian Jews","12125","2"
"Schwarzschild metric","12126","2"
"Mycroft Holmes","12127","3"
"Mixtecs","12128","2"
"euglenoids","12129","2"
"Fuad","12130","2"
"symphonies of Ralph Vaughan Williams","12131","2"
"Tiepolos Hound","12132","2"
"Equatorial Guinea","12133","4"
"Ilie Nastase","12134","2"
"solifluction","12135","2"
"Winterset","12136","2"
"Strabo","12137","2"
"Horse Fair","12138","2"
"Angus Mac Og","12139","2"
"Russell-Saunders coupling","12140","2"
"Francisco de Quevedo","12141","3"
"Harris","12142","2"
"Joseph Brant","12143","3"
"United Kingdom of Great Britain and Northern Ireland","12144","11"
"concentration","12145","4"
"methylation","12146","2"
"House of Orange-Nassau","12147","3"
"work function","12148","3"
"Sui Dynasty","12149","3"
"easements","12150","2"
"Camilla","12151","2"
"Count Camillo Benso di Cavour","12152","2"
"Ludwig Prandtl","12153","2"
"liminality","12154","2"
"Georg Philipp Telemann","12155","3"
"Plutus","12156","2"
"Najaf","12157","2"
"Matteo Renzi","12158","2"
"the American Civil War","12159","4"
"M Butterfly","12160","4"
"Baptists","12161","2"
"fires","12162","6"
"Chinese-Americans","12163","4"
"tree rings","12164","2"
"Pavia","12165","2"
"crossing the Berlin Wall","12166","2"
"money supply","12167","5"
"Annie Besant","12168","2"
"the Earths Moon","12169","2"
"Questing Beast","12170","2"
"Macau","12171","3"
"angular momentum operator","12172","2"
"Jrgen Habermas","12173","2"
"Ta-Nehisi Coates","12174","3"
"Spanish Bourbon dynasty","12175","2"
"The Symposium","12176","3"
"cutting hair","12177","3"
"Faust The First Part of the Tragedy","12178","2"
"Leonardo Da Vinci","12179","2"
"the 1980s","12180","2"
"Dante","12181","2"
"heads","12182","4"
"Loyalists","12183","3"
"separable","12184","2"
"The Zoo Story","12185","5"
"railroad industry","12186","4"
"solitons","12187","2"
"Imagined Communities","12188","3"
"Arianism","12189","2"
"sances","12190","2"
"Emperor Meiji the Great","12191","3"
"motivation","12192","3"
"Uranium","12193","2"
"wind turbines","12194","2"
"Milhouse van Houten","12195","2"
"retroviruses","12196","2"
"being buried alive","12197","4"
"Bulgars","12198","3"
"electric potential","12199","4"
"pKa","12200","2"
"metamorphic rock","12201","2"
"Sikh Gurus","12202","2"
"America","12203","5"
"E coli","12204","5"
"architecture","12205","3"
"AE Housman","12206","5"
"Jean-Baptiste Racine","12207","2"
"Inca mythology","12208","2"
"Leslie Knope","12209","3"
"Edmund Andros","12210","4"
"Greek debt crisis","12211","2"
"Goffman","12212","2"
"funeral","12213","3"
"Amos Tutuola","12214","3"
"guilds","12215","3"
"condensation","12216","2"
"Nicki Minaj","12217","4"
"equestrian statue","12218","2"
"dinitrogen","12219","2"
"meristems","12220","2"
"Uber","12221","4"
"The Other","12222","2"
"legalization of marijuana","12223","2"
"bishop","12224","2"
"The Stone Breakers","12225","2"
"mortals becoming immortal","12226","2"
"Dorothea Brooke","12227","2"
"Chinese-American","12228","4"
"warfare","12229","3"
"storming of the Bastille","12230","3"
"long","12231","2"
"A Sunday Afternoon on the Island of La Grande Jatte 1884","12232","2"
"major histocompatibility complex","12233","2"
"Newton-Raphson method","12234","2"
"carbonate","12235","3"
"Songhai empire","12236","3"
"Henry I of England","12237","2"
"pujas","12238","3"
"Art Spiegelman","12239","3"
"terrorism","12240","4"
"Darwins finches","12241","3"
"string quartets by Ludwig van Beethoven","12242","3"
"roads","12243","4"
"gifts","12244","4"
"expected value","12245","2"
"pollination","12246","3"
"Olympics","12247","2"
"Karl Barry Sharpless","12248","2"
"eating disorders","12249","2"
"Little Red Book","12250","2"
"koans","12251","3"
"Ah Q","12252","3"
"microscopes","12253","2"
"The Federal Democratic Republic of Nepal","12254","2"
"The Bath","12255","2"
"Haile Selassie I","12256","5"
"Arthur Boo Radley","12257","2"
"Requiem","12258","3"
"Cincinnati","12259","2"
"Picassos Blue Period","12260","2"
"Picketts Charge","12261","2"
"bear","12262","3"
"the Renaissance","12263","2"
"national parks","12264","2"
"pianofortes","12265","2"
"Alexander II Romanov","12266","2"
"Mr Darcy","12267","2"
"diatomic oxygen","12268","2"
"Gothic architecture","12269","2"
"Boudica","12270","2"
"The Who","12271","2"
"the Church of England","12272","2"
"New York New York","12273","5"
"Paul Simon","12274","3"
"Springfield","12275","4"
"Buddhist meditation","12276","2"
"MRI","12277","2"
"Charles V Holy Roman Emperor","12278","2"
"bishops","12279","2"
"donkey","12280","3"
"coffins","12281","3"
"Moses Mendelssohn","12282","4"
"guano","12283","2"
"Mapuche","12284","3"
"Emily Grierson","12285","2"
"Edward Snowden","12286","2"
"Boston Harbor","12287","2"
"bosons","12288","7"
"Derek Jeter","12289","2"
"Aesop","12290","4"
"Homeros","12291","2"
"prayer","12292","6"
"I Have A Dream","12293","3"
"infrared light","12294","3"
"Andrew Andy Warhol Jr","12295","2"
"Earths moon","12296","2"
"Let It Go","12297","2"
"the killing of Osama bin Laden","12298","2"
"2014 referendum on Scottish independence Britain","12299","2"
"Olive Garden","12300","2"
"Hubble Space Telescope","12301","4"
"Mexican American War","12302","2"
"Kansas City","12303","3"
"The Soviet Union","12304","4"
"asteroid belt","12305","2"
"longbow","12306","2"
"play within a play","12307","2"
"centaur","12308","2"
"Jules Gabriel Verne","12309","3"
"Wolfgang Amadeus Mozarts Requiem Mass in D minor K 626","12310","2"
"Marco Polo","12311","6"
"Beat Generation","12312","2"
"Heaven","12313","3"
"regular hexagon","12314","2"
"Alices Adventures in Wonderland","12315","2"
"Daodejing","12316","2"
"funerals","12317","6"
"comic books","12318","3"
"cytochromes","12319","2"
"Giverny","12320","2"
"Pullman Palace Car Company","12321","2"
"HAL 9000","12322","2"
"Irish republicanism","12323","2"
"Bill de Blasio","12324","2"
"Lorentz transformations","12325","3"
"Shooting an Elephant","12326","4"
"Gabriel Conroy","12327","3"
"Xibalba","12328","4"
"Staphylococcus","12329","3"
"John Keatss sonnets","12330","2"
"Tristram Shandy","12331","2"
"Hadrians Wall","12332","2"
"dialysis","12333","2"
"Viktor Frankl","12334","2"
"Rohingya","12335","2"
"the Roman Catholic Church","12336","2"
"Classical Persian","12337","2"
"John Nash","12338","2"
"Camille Corot","12339","2"
"plows","12340","2"
"axes","12341","5"
"Veliky Novgorod","12342","3"
"Bruce","12343","2"
"Bengali","12344","2"
"Renaissance masses","12345","2"
"landfills","12346","2"
"Sea Peoples","12347","4"
"alcoholism","12348","2"
"erythropoietin","12349","2"
"Dorothy Parker","12350","3"
"states","12351","3"
"flow velocity","12352","2"
"conservatism","12353","4"
"writers","12354","2"
"Eclogues","12355","4"
"Fates","12356","3"
"Cuban-Americans","12357","3"
"Noh","12358","2"
"Edinburgh","12359","4"
"Nicolae Ceauescu","12360","2"
"thermal expansion","12361","2"
"ghettos","12362","2"
"impact craters","12363","2"
"Fischer","12364","2"
"Pali","12365","3"
"Abbey Road","12366","3"
"gold miners","12367","2"
"molecular vibration","12368","2"
"Kingdom of Mysore","12369","3"
"gods of the underworld","12370","2"
"Italian unification","12371","3"
"smiling","12372","2"
"Henry VI of England","12373","2"
"Sun Myung Moon","12374","2"
"mountain climbing","12375","3"
"ballets","12376","2"
"Stranger Things","12377","3"
"Pascals triangle","12378","3"
"Lemonade","12379","3"
"assassination of Archduke Franz Ferdinand","12380","3"
"Aztec empire","12381","2"
"William Forrester","12382","2"
"Mesoamerican ballgame","12383","2"
